Table/View Name,Column Name,Data Type
OnboardingSOWJdDetails,Id,uniqueidentifier
OnboardingSOWJdDetails,SowjdID,uniqueidentifier
OnboardingSOWJdDetails,WorkLocation,nvarchar
OnboardingSOWJdDetails,PoLineitem,int
OnboardingSOWJdDetails,ExpectedDOJ,date
OnboardingSOWJdDetails,IsBillable,bit
OnboardingSOWJdDetails,BillingStartDate,date
OnboardingSOWJdDetails,ResourceOBRequestID,uniqueidentifier
OnboardingSOWJdDetails,OutSourcingType,nvarchar
OnboardingSOWJdDetails,GradeId,uniqueidentifier
OnboardingSOWJdDetails,SkillSetId,uniqueidentifier
OnboardingSOWJdDetails,PlantId,uniqueidentifier
OnboardingSOWJdDetails,TPResourcePlanId,uniqueidentifier
OnboardingSOWJdDetails,TechProposalId,uniqueidentifier
OnboardingSOWJdDetails,DeboardingRequestID,nvarchar
OnboardingSOWJdDetails,IsReplaceRequest,bit
OnboardingSOWJdDetails,PoNumber,nvarchar
OnboardingSOWJdDetails,ContractEndDate,datetime
OnboardingSOWJdDetails,GroupName,nvarchar
OnboardingSOWJdDetails,DepartmentName,nvarchar
OnboardingSOWJdDetails,SectionName,nvarchar
OnboardingSOWJdDetails,BuName,nvarchar
OnboardingSOWJdDetails,VendorEmail,nvarchar
OnboardingStatusBgv,Id,int
OnboardingStatusBgv,StatusDescription,nvarchar
OnboardingStatusBgv,CreatedOn,datetimeoffset
OnboardingStatusBgv,CreatedBy,nvarchar
OnboardingStatusBgv,IsDeleted,bit
OnboardingStatusMaster,Id,int
OnboardingStatusMaster,StatusDescription,nvarchar
OnboardingStatusMaster,CreatedOn,datetimeoffset
OnboardingStatusMaster,CreatedBy,nvarchar
OnboardingStatusMaster,ModifiedOn,datetimeoffset
OnboardingStatusMaster,ModifiedBy,nvarchar
OnboardingStatusMaster,IsDeleted,bit
OnboardingUpdateBgvReport,Id,uniqueidentifier
OnboardingUpdateBgvReport,ResourceOBRequestID,uniqueidentifier
OnboardingUpdateBgvReport,BgvReportStatus,nvarchar
OnboardingUpdateBgvReport,Remark,nvarchar
OnboardingUpdateBgvReport,ResourceType,nvarchar
OnboardingUpdateBgvReport,DocumentName,nvarchar
OnboardingUpdateBgvReport,DocumentURL,nvarchar
OnboardingUpdateBgvReport,CreatedOn,datetimeoffset
OnboardingUpdateBgvReport,CreatedBy,nvarchar
OnboardingUpdateBgvReport,IsDeleted,bit
OnboardingVendorDetails,Id,uniqueidentifier
OnboardingVendorDetails,VendorId,uniqueidentifier
OnboardingVendorDetails,ResourceType,nvarchar
OnboardingVendorDetails,RegNameSubContractor,nvarchar
OnboardingVendorDetails,DomainIdSubContractor,nvarchar
OnboardingVendorDetails,ResourceOBRequestID,uniqueidentifier
OnboardingVendorDetails,MSAScopeExtensionUrl,nvarchar
OnboardingVendorDetails,VendorSAPID,int
OrgData,Id,uniqueidentifier
OrgData,BuName,nvarchar
OrgData,BuId,int
OrgData,BuHeadEno,int
OrgData,BuHeadName,nvarchar
OrgData,BuHeadEmail,nvarchar
OrgData,SectionName,nvarchar
OrgData,SectionId,int
OrgData,SectionHeadEno,int
OrgData,SectionHeadName,nvarchar
OrgData,SectionHeadEmail,nvarchar
OrgData,DepartmentName,nvarchar
OrgData,DepartmentId,bigint
OrgData,DepartmentHeadEno,int
OrgData,DepartmentHeadName,nvarchar
OrgData,DepartmentHeadEmail,nvarchar
OrgData,GroupName,nvarchar
OrgData,GroupId,int
OrgData,GroupMgrEno,int
OrgData,GroupMgrName,nvarchar
OrgData,GroupMgrEmail,nvarchar
OrgData,IsActive,bit
OrgData,IsDeleted,bit
OrgData,CreatedOn,datetimeoffset
OrgData,CreatedBy,nvarchar
OrgData,ModifiedOn,datetimeoffset
OrgData,ModifiedBy,nvarchar
OrgData,CompanyId,uniqueidentifier
OrgData,CompanyCode,nvarchar
OrgData,Imported,bit
PlanningFiles,Id,uniqueidentifier
PlanningFiles,FileName,nvarchar
PlanningFiles,FileUri,nvarchar
PlanningFiles,Base64,nvarchar
PlanningFiles,AOPId,uniqueidentifier
PlanningFiles,AOPSlId,uniqueidentifier
PlanningFiles,AOPFlId,uniqueidentifier
PlanningFiles,CreatedOn,datetimeoffset
PlanningFiles,CreatedBy,nvarchar
PlanningFiles,ModifiedOn,datetimeoffset
PlanningFiles,ModifiedBy,nvarchar
PlanningFiles,IsDeleted,bit
PlanningFiles,Version,timestamp
PlanningOwnerRelationship,Id,uniqueidentifier
PlanningOwnerRelationship,FeatureCode,nvarchar
PlanningOwnerRelationship,ObjectId,uniqueidentifier
PlanningOwnerRelationship,OwnerEno,nvarchar
PlanningOwnerRelationship,IsActive,bit
PlanningOwnerRelationship,CreatedOn,datetimeoffset
PlanningOwnerRelationship,CreatedBy,nvarchar
PlanningOwnerRelationship,ModifiedOn,datetimeoffset
PlanningOwnerRelationship,ModifiedBy,nvarchar
PlanningOwnerRelationship,IsDeleted,bit
PlanningOwnerRelationship,Version,timestamp
PlanningOwnerRelationship,UniqueId,nvarchar
PlanningPurchaseOrders,Id,uniqueidentifier
PlanningPurchaseOrders,PlanningYearID,nvarchar
PlanningPurchaseOrders,PONumber,nvarchar
PlanningPurchaseOrders,CfCycleYear,int
PlanningPurchaseOrders,PlanningLevel,nvarchar
PlanningPurchaseOrders,PlanningOrgLevel,nvarchar
PlanningPurchaseOrders,POPlanningId,nvarchar
PlanningPurchaseOrders,LocationId,uniqueidentifier
PlanningPurchaseOrders,Location,nvarchar
PlanningPurchaseOrders,VendorId,uniqueidentifier
PlanningPurchaseOrders,Vendor,nvarchar
PlanningPurchaseOrders,OrganizationUnitId,int
PlanningPurchaseOrders,OrganizationUnitName,nvarchar
PlanningPurchaseOrders,CreatedOn,datetimeoffset
PlanningPurchaseOrders,CreatedBy,nvarchar
PlanningPurchaseOrders,ModifiedOn,datetimeoffset
PlanningPurchaseOrders,ModifiedBy,nvarchar
PlanningPurchaseOrders,IsDeleted,bit
PlanningPurchaseOrders,Version,timestamp
PlanningPurchaseOrders,CompanyId,uniqueidentifier
PlanningPurchaseOrders,CompanyName,nvarchar
PlanningResource,Id,uniqueidentifier
PlanningResource,AOPId,uniqueidentifier
PlanningResource,AOPSLId,uniqueidentifier
PlanningResource,AOPFLId,uniqueidentifier
PlanningResource,SkillsetId,uniqueidentifier
PlanningResource,Skillset,nvarchar
PlanningResource,GradeId,uniqueidentifier
PlanningResource,Grade,nvarchar
PlanningResource,LocationModeId,int
PlanningResource,LocationMode,nvarchar
PlanningResource,Vendor,nvarchar
PlanningResource,VendorId,uniqueidentifier
PlanningResource,GB,nvarchar
PlanningResource,GBId,uniqueidentifier
PlanningResource,VKMPrice,decimal
PlanningResource,SkillSetType,nvarchar
PlanningResource,RateCardPrice,decimal
PlanningResource,NonRateCardPrice,decimal
PlanningResource,Price,decimal
PlanningResource,EndingNumber,decimal
PlanningResource,TotalEquivalentCapacity,decimal
PlanningResource,TotalProjectedPO,decimal
PlanningResource,TotalProjectedRevenue,decimal
PlanningResource,IsImported,bit
PlanningResource,CreatedOn,datetimeoffset
PlanningResource,CreatedBy,nvarchar
PlanningResource,ModifiedOn,datetimeoffset
PlanningResource,ModifiedBy,nvarchar
PlanningResource,IsDeleted,bit
PlanningResource,Version,timestamp
PlanningResource,LocationId,uniqueidentifier
PlanningResource,Location,nvarchar
PlanningResourceDetails,Id,uniqueidentifier
PlanningResourceDetails,AOPId,uniqueidentifier
PlanningResourceDetails,AOPSLId,uniqueidentifier
PlanningResourceDetails,AOPFLId,uniqueidentifier
PlanningResourceDetails,ResourceId,uniqueidentifier
PlanningResourceDetails,group,nvarchar
PlanningResourceDetails,Jan,decimal
PlanningResourceDetails,Feb,decimal
PlanningResourceDetails,Mar,decimal
PlanningResourceDetails,Apr,decimal
PlanningResourceDetails,May,decimal
PlanningResourceDetails,Jun,decimal
PlanningResourceDetails,Jul,decimal
PlanningResourceDetails,Aug,decimal
PlanningResourceDetails,Sep,decimal
PlanningResourceDetails,Oct,decimal
PlanningResourceDetails,Nov,decimal
PlanningResourceDetails,Dec,decimal
PlanningResourceDetails,CreatedOn,datetimeoffset
PlanningResourceDetails,CreatedBy,nvarchar
PlanningResourceDetails,ModifiedOn,datetimeoffset
PlanningResourceDetails,ModifiedBy,nvarchar
PlanningResourceDetails,IsDeleted,bit
PlanningResourceDetails,Version,timestamp
ProjectXCompetency,Id,uniqueidentifier
ProjectXCompetency,PlantId,uniqueidentifier
ProjectXCompetency,EmployeeNumber,bigint
ProjectXCompetency,SOWJDId,uniqueidentifier
ProjectXCompetency,SkillsetId,uniqueidentifier
ProjectXCompetency,GradeId,uniqueidentifier
ProjectXCompetency,LocationModeId,int
ProjectXCompetency,CapacityAllocation,decimal
ProjectXCompetency,Billable,bit
ProjectXCompetency,BillingStartDate,datetime
ProjectXCompetency,ValidityStart,datetime
ProjectXCompetency,ValidityEnd,datetime
ProjectXCompetency,IsDeleted,bit
ProjectXCompetency,CreatedOn,datetimeoffset
ProjectXCompetency,CreatedBy,nvarchar
ProjectXCompetency,ModifiedOn,datetimeoffset
ProjectXCompetency,ModifiedBy,nvarchar
ProjectXCompetency,Version,timestamp
ProjectXCompetency,GbId,uniqueidentifier
ProjectXCompetency,SowjdSignOffId,uniqueidentifier
ProjectXCompetency,ResourcePlanId,uniqueidentifier
ProjectXCompetency,DeboardingRequestID,nvarchar
ProjectXCompetencyBackup,Employee_No,int
ProjectXCompetencyBackup,Employee_Name,nvarchar
ProjectXCompetencyBackup,NT_ID,nvarchar
ProjectXCompetencyBackup,SOW_JD_ID,nvarchar
ProjectXCompetencyBackup,GB,nvarchar
ProjectXCompetencyBackup,Skillset,nvarchar
ProjectXCompetencyBackup,Grade,nvarchar
ProjectXCompetencyBackup,Location_Mode,nvarchar
ProjectXCompetencyBackup,Business_Area,nvarchar
ProjectXCompetencyBackup,Plant,nvarchar
ProjectXCompetencyBackup,Company,varchar
ProjectXCompetencyBackup,Billable,nvarchar
ProjectXCompetencyBackup,Billing_Start_Date,date
ProjectXCompetencyBackup,Validity_Start,date
ProjectXCompetencyBackup,Validity_End_SOW_JD_End_Date,date
PurchaseHeaders,Id,uniqueidentifier
PurchaseHeaders,Ponumber,nvarchar
PurchaseHeaders,PurchasingDocumentType,nvarchar
PurchaseHeaders,DocumentDate,datetime
PurchaseHeaders,LastItem,nvarchar
PurchaseHeaders,ValidityStart,datetime2
PurchaseHeaders,ValidityEnd,datetime2
PurchaseHeaders,TermsofPayment,nvarchar
PurchaseHeaders,PaymentIn,nvarchar
PurchaseHeaders,PurchasingOrganization,nvarchar
PurchaseHeaders,PurchasingGroup,nvarchar
PurchaseHeaders,YourReference,nvarchar
PurchaseHeaders,Requisitioner,nvarchar
PurchaseHeaders,Email,nvarchar
PurchaseHeaders,Incomplete,nvarchar
PurchaseHeaders,CategoryofIncompleteness,nvarchar
PurchaseHeaders,Source,nvarchar
PurchaseHeaders,CreatedOn,datetimeoffset
PurchaseHeaders,CreatedBy,nvarchar
PurchaseHeaders,ModifiedOn,datetimeoffset
PurchaseHeaders,ModifiedBy,nvarchar
PurchaseHeaders,IsDeleted,bit
PurchaseHeaders,Version,timestamp
PurchaseHeaders,CompanyId,uniqueidentifier
PurchaseHeaders,VendorId,uniqueidentifier
PurchaseHeaders,ExchangeRate,bigint
PurchaseHeaders,CurrencyId,uniqueidentifier
PurchaseHeaders,Imported,bit
PurchaseHeaders,IsActive,bit
PurchaseHeaders,CompanyCode,nvarchar
PurchaseHeaders,Currency,nvarchar
PurchaseHeaders,VendorSAPID,int
PurchaseHeaders,VendorName,nvarchar
PurchaseHeaders,SAPCreatedBy,nvarchar
PurchaseHeaders,NetOrderValue,decimal
PurchaseLineItems,Id,uniqueidentifier
PurchaseLineItems,PurchaseID,nvarchar
PurchaseLineItems,PONumber,nvarchar
PurchaseLineItems,Lineitem,int
PurchaseLineItems,DeletionIndicator,nvarchar
PurchaseLineItems,DeliveryDate,datetime
PurchaseLineItems,AccountAssignment,nvarchar
PurchaseLineItems,Material,nvarchar
PurchaseLineItems,MaterialDescription,nvarchar
PurchaseLineItems,UOM,nvarchar
PurchaseLineItems,OrderCurrency,nvarchar
PurchaseLineItems,ExchangeRate,decimal
PurchaseLineItems,PlantId,uniqueidentifier
PurchaseLineItems,MaterialGroup,nvarchar
PurchaseLineItems,VendorId,uniqueidentifier
PurchaseLineItems,ValidityStart,datetime2
PurchaseLineItems,ValidityEnd,datetime2
PurchaseLineItems,SRMPONumber,bigint
PurchaseLineItems,Requisitioner,nvarchar
PurchaseLineItems,RequisitionerEmail,nvarchar
PurchaseLineItems,CostCenterId,uniqueidentifier
PurchaseLineItems,WBSId,uniqueidentifier
PurchaseLineItems,Fund,nvarchar
PurchaseLineItems,FundCenterId,uniqueidentifier
PurchaseLineItems,BudgetCode,nvarchar
PurchaseLineItems,Source,nvarchar
PurchaseLineItems,CreatedOn,datetimeoffset
PurchaseLineItems,CreatedBy,nvarchar
PurchaseLineItems,ModifiedOn,datetimeoffset
PurchaseLineItems,ModifiedBy,nvarchar
PurchaseLineItems,IsDeleted,bit
PurchaseLineItems,Version,timestamp
PurchaseLineItems,Imported,bit
PurchaseLineItems,IsActive,bit
PurchaseLineItems,Quantity,decimal
PurchaseLineItems,NetOrderPrice,decimal
PurchaseLineItems,NetOrderValue,decimal
PurchaseLineItems,PONetOrderValue,decimal
PurchaseLineItems,PlantCode,nvarchar
PurchaseLineItems,VendorSAPID,nvarchar
PurchaseLineItems,CostCenterCode,nvarchar
PurchaseLineItems,WbsElement,nvarchar
PurchaseLineItems,FundCenterCode,nvarchar
PurchaseLineItems,SAPCreatedOn,datetime2
PurchaseLineItems,ChangedOn,datetime2
PurchaseLineItems,VendorName,nvarchar
Remarks,Id,uniqueidentifier
Remarks,Description,nvarchar
Remarks,Status,nvarchar
Remarks,AOPId,uniqueidentifier
Remarks,AOPFLId,uniqueidentifier
Remarks,CFCycleId,uniqueidentifier
Remarks,CreatedOn,datetimeoffset
Remarks,CreatedBy,nvarchar
Remarks,ModifiedOn,datetimeoffset
Remarks,ModifiedBy,nvarchar
Remarks,IsDeleted,bit
Remarks,Version,timestamp
Remarks,AOPSLId,uniqueidentifier
ResourceAddressDetails,ID,uniqueidentifier
ResourceAddressDetails,EmployeeNumber,bigint
ResourceAddressDetails,NTID,varchar
ResourceAddressDetails,ResourceOBRequestID,uniqueidentifier
ResourceAddressDetails,Title,nvarchar
ResourceAddressDetails,FirstName,nvarchar
ResourceAddressDetails,MiddleName,nvarchar
ResourceAddressDetails,LastName,nvarchar
ResourceAddressDetails,ResidentAddressHouseNoStreet,nvarchar
ResourceAddressDetails,ResidentAddressLandMark,nvarchar
ResourceAddressDetails,ResidentAddressCity,varchar
ResourceAddressDetails,ResidentAddressState,varchar
ResourceAddressDetails,ResidentAddressPostalCode,varchar
ResourceAddressDetails,PermanentAddressHouseNoStreet,nvarchar
ResourceAddressDetails,PermanentAddressLandMark,nvarchar
ResourceAddressDetails,PermanentAddressCity,varchar
ResourceAddressDetails,PermanentAddressState,varchar
ResourceAddressDetails,PermanentAddressPostalCode,varchar
ResourceAddressDetails,ValidityStart,datetime
ResourceAddressDetails,ValidityEnd,datetime
ResourceAddressDetails,CreatedBy,nvarchar
ResourceAddressDetails,CreatedOn,datetime
ResourceAddressDetails,ModifiedBy,nvarchar
ResourceAddressDetails,ModifiedOn,datetime
ResourceAddressDetails,IsDeleted,bit
ResourceCommercial,Id,uniqueidentifier
ResourceCommercial,EmployeeNumber,bigint
ResourceCommercial,VendorId,uniqueidentifier
ResourceCommercial,PurchaseOrderId,uniqueidentifier
ResourceCommercial,PurchaseOrderLineItem,int
ResourceCommercial,PurchaseOrderEndDate,datetime
ResourceCommercial,ValidityStart,datetime
ResourceCommercial,ValidityEnd,datetime
ResourceCommercial,IsDeleted,bit
ResourceCommercial,CreatedOn,datetimeoffset
ResourceCommercial,CreatedBy,nvarchar
ResourceCommercial,ModifiedOn,datetimeoffset
ResourceCommercial,ModifiedBy,nvarchar
ResourceCommercial,Version,timestamp
ResourceCommercialBackup,Employee_No,int
ResourceCommercialBackup,Employee_Name,nvarchar
ResourceCommercialBackup,NT_ID,nvarchar
ResourceCommercialBackup,Company,varchar
ResourceCommercialBackup,Purchase_Order,int
ResourceCommercialBackup,PO_Line_Item,tinyint
ResourceCommercialBackup,PO_End_Date_delivery_Date,date
ResourceCommercialBackup,Vendor_ID,int
ResourceCommercialBackup,Vendor_Name,nvarchar
ResourceCommercialBackup,Validity_Start,date
ResourceCommercialBackup,Validity_End,date
ResourceCR,Id,uniqueidentifier
ResourceCR,CrNumber,nvarchar
ResourceCR,VendorId,nvarchar
ResourceCR,EmployeeId,nvarchar
ResourceCR,EmployeeNumber,bigint
ResourceCR,CrInitiateTypeId,int
ResourceCR,ValidityStart,datetime
ResourceCR,ValidityEnd,datetime
ResourceCR,SowJdId,uniqueidentifier
ResourceCR,SkillSetId,uniqueidentifier
ResourceCR,GradeId,uniqueidentifier
ResourceCR,PoId,uniqueidentifier
ResourceCR,PoIdLineItemId,uniqueidentifier
ResourceCR,PersonalAreaId,uniqueidentifier
ResourceCR,PersonalSubAreaId,uniqueidentifier
ResourceCR,OrganisationUnitId,bigint
ResourceCR,DelegatedUser,nvarchar
ResourceCR,Billable,bit
ResourceCR,BillingStartDate,datetime
ResourceCR,DeliveryManager,nvarchar
ResourceCR,SectionManager,nvarchar
ResourceCR,CrStatusTypeId,int
ResourceCR,CreatedOn,datetimeoffset
ResourceCR,CreatedBy,nvarchar
ResourceCR,ModifiedOn,datetimeoffset
ResourceCR,ModifiedBy,nvarchar
ResourceCR,IsDeleted,bit
ResourceCR,Version,timestamp
ResourceCR,SOWEndDate,datetime
ResourceCR,IsSamePO,bit
ResourceCR,IsSamePOLineItem,bit
ResourceCR,IsSameOrg,bit
ResourceCR,SignoffId,uniqueidentifier
ResourceCR,IsFirstLevelApproved,bit
ResourceCR,GbCode,nvarchar
ResourceCR,ResourcePlanId,uniqueidentifier
ResourceCR,CompanyCode,nvarchar
ResourceCR,ContactName,nvarchar
ResourceCR,VendorEmailId,nvarchar
ResourceCR,GroupId,bigint
ResourceCR,IsAutoWithDrawn,bit
ResourceCR,GbId,uniqueidentifier
ResourceCR,DeboardingRequestId,uniqueidentifier
ResourceCRExistingDetails,Id,uniqueidentifier
ResourceCRExistingDetails,CMRequestID,nvarchar
ResourceCRExistingDetails,SignOffId,uniqueidentifier
ResourceCRExistingDetails,SowJdID,uniqueidentifier
ResourceCRExistingDetails,SkillSet,uniqueidentifier
ResourceCRExistingDetails,Grade,uniqueidentifier
ResourceCRExistingDetails,PurchaseOrder,nvarchar
ResourceCRExistingDetails,PoLineItem,int
ResourceCRExistingDetails,PersonalArea,uniqueidentifier
ResourceCRExistingDetails,PersonalSubArea,uniqueidentifier
ResourceCRExistingDetails,OrganizationUnit,bigint
ResourceCRExistingDetails,CreatedBy,varchar
ResourceCRExistingDetails,CreatedDate,datetime
ResourceCRExistingDetails,IsDeleted,bit
ResourceCRExistingDetails,OldResourcePlanID,uniqueidentifier
ResourceCRExistingDetails,Billable,bit
ResourceCRInitiateTypeMaster,Id,uniqueidentifier
ResourceCRInitiateTypeMaster,CrInitiateTypeId,int
ResourceCRInitiateTypeMaster,Name,nvarchar
ResourceCRInitiateTypeMaster,Description,nvarchar
ResourceCRInitiateTypeMaster,CreatedOn,datetimeoffset
ResourceCRInitiateTypeMaster,CreatedBy,nvarchar
ResourceCRInitiateTypeMaster,ModifiedOn,datetimeoffset
ResourceCRInitiateTypeMaster,ModifiedBy,nvarchar
ResourceCRInitiateTypeMaster,IsDeleted,bit
ResourceCRInitiateTypeMaster,Version,timestamp
ResourceCRRemarks,Id,uniqueidentifier
ResourceCRRemarks,ResourceCrId,uniqueidentifier
ResourceCRRemarks,Remarks,nvarchar
ResourceCRRemarks,CrStatusTypeId,int
ResourceCRRemarks,CreatedOn,datetimeoffset
ResourceCRRemarks,CreatedBy,nvarchar
ResourceCRRemarks,ModifiedOn,datetimeoffset
ResourceCRRemarks,ModifiedBy,nvarchar
ResourceCRRemarks,IsDeleted,bit
ResourceCRRemarks,Version,timestamp
ResourceCRStatusDetails,Id,uniqueidentifier
ResourceCRStatusDetails,ResourceCrId,uniqueidentifier
ResourceCRStatusDetails,SubmittedBy,nvarchar
ResourceCRStatusDetails,SubmitteOn,datetimeoffset
ResourceCRStatusDetails,SendBackBy,nvarchar
ResourceCRStatusDetails,SendBackOn,datetimeoffset
ResourceCRStatusDetails,ReSubmittedBy,nvarchar
ResourceCRStatusDetails,ReSubmittedOn,datetimeoffset
ResourceCRStatusDetails,FirstApprovalBy,nvarchar
ResourceCRStatusDetails,FirstApprovalOn,datetimeoffset
ResourceCRStatusDetails,SecondApprovalBy,nvarchar
ResourceCRStatusDetails,SecondApprovalOn,datetimeoffset
ResourceCRStatusDetails,WithdrawBy,nvarchar
ResourceCRStatusDetails,WithdrawOn,datetimeoffset
ResourceCRStatusDetails,DelegateBy,nvarchar
ResourceCRStatusDetails,DelegatedUser,nvarchar
ResourceCRStatusDetails,DelegateOn,datetimeoffset
ResourceCRStatusDetails,Description,nvarchar
ResourceCRStatusDetails,CreatedOn,datetimeoffset
ResourceCRStatusDetails,CreatedBy,nvarchar
ResourceCRStatusDetails,ModifiedOn,datetimeoffset
ResourceCRStatusDetails,ModifiedBy,nvarchar
ResourceCRStatusDetails,IsDeleted,bit
ResourceCRStatusDetails,Version,timestamp
ResourceCRStatusTypeMaster,Id,uniqueidentifier
ResourceCRStatusTypeMaster,CrStatusTypeId,int
ResourceCRStatusTypeMaster,Name,nvarchar
ResourceCRStatusTypeMaster,Description,nvarchar
ResourceCRStatusTypeMaster,CreatedOn,datetimeoffset
ResourceCRStatusTypeMaster,CreatedBy,nvarchar
ResourceCRStatusTypeMaster,ModifiedOn,datetimeoffset
ResourceCRStatusTypeMaster,ModifiedBy,nvarchar
ResourceCRStatusTypeMaster,IsDeleted,bit
ResourceCRStatusTypeMaster,Version,timestamp
ResourceDeboardAccessories,Id,uniqueidentifier
ResourceDeboardAccessories,ResourceDbId,uniqueidentifier
ResourceDeboardAccessories,AccessoryCollectDt,date
ResourceDeboardAccessories,Remark,nvarchar
ResourceDeboardAccessories,CreatedBy,nvarchar
ResourceDeboardAccessories,CreatedDate,date
ResourceDeboardDevice,Id,uniqueidentifier
ResourceDeboardDevice,ResourceDbId,uniqueidentifier
ResourceDeboardDevice,DeviceCollectDt,date
ResourceDeboardDevice,ItTicketNumber,nvarchar
ResourceDeboardDevice,Remark,nvarchar
ResourceDeboardDevice,CreatedBy,nvarchar
ResourceDeboardDevice,AssetNumber,nvarchar
ResourceDeboardDevice,CreatedDate,date
ResourceDeboardEmployeecard,Id,uniqueidentifier
ResourceDeboardEmployeecard,ResourceDbId,uniqueidentifier
ResourceDeboardEmployeecard,IsEmployeeCardCollected,bit
ResourceDeboardEmployeecard,IsEmployeeCardDeactivated,bit
ResourceDeboardEmployeecard,EmployeeCardCollectDt,date
ResourceDeboardEmployeecard,EmployeeCardDeactivateDt,date
ResourceDeboardEmployeecard,Remark,nvarchar
ResourceDeboardEmployeecard,CreatedBy,nvarchar
ResourceDeboardEmployeecard,CreatedDate,date
ResourceDeboardingAdditionalDetails,Id,uniqueidentifier
ResourceDeboardingAdditionalDetails,ResourceDbId,uniqueidentifier
ResourceDeboardingAdditionalDetails,PersonalSubArea,nvarchar
ResourceDeboardingAdditionalDetails,ContractEndDate,datetime
ResourceDeboardingAdditionalDetails,PoNumber,nvarchar
ResourceDeboardingAdditionalDetails,Grup,nvarchar
ResourceDeboardingAdditionalDetails,ContactName,nvarchar
ResourceDeboardingAdditionalDetails,VendorEmail,nvarchar
ResourceDeboardingAdditionalDetails,Skillset,nvarchar
ResourceDeboardingAdditionalDetails,Grade,nvarchar
ResourceDeboardingAdditionalDetails,DelvieryManager,nvarchar
ResourceDeboardingAdditionalDetails,IsDelete,bit
ResourceDeboardingRequest,Id,uniqueidentifier
ResourceDeboardingRequest,EmployeeNumber,bigint
ResourceDeboardingRequest,DeboardingRequestID,nvarchar
ResourceDeboardingRequest,ExitReasonId,int
ResourceDeboardingRequest,LastWorkingDay,date
ResourceDeboardingRequest,IsReplaceRequest,bit
ResourceDeboardingRequest,DojReplaceResource,date
ResourceDeboardingRequest,StatusID,int
ResourceDeboardingRequest,CreatedOn,datetimeoffset
ResourceDeboardingRequest,CreatedBy,nvarchar
ResourceDeboardingRequest,ModifiedOn,datetimeoffset
ResourceDeboardingRequest,ModifiedBy,nvarchar
ResourceDeboardingRequest,IsDeleted,bit
ResourceDeboardingRequest,VendorSAPID,int
ResourceDeboardingRequest,SowjdOwnerNtid,nvarchar
ResourceDeboardingRequest,Companycode,varchar
ResourceDeboardingRequest,SectionSpocNtid,nvarchar
ResourceDeboardingRequest,IsFirstLevelApproved,bit
ResourceDeboardingRequest,GroupId,bigint
ResourceDeboardingRequest,BuSpocEmployeeNumber,bigint
ResourceDeboardingRequest,IsDeviceCollected,bit
ResourceDeboardingRequest,IsAccessoriesCollected,bit
ResourceDeboardingRequest,IsEmployeeCardCollected,bit
ResourceDeboardingRequest,IsNtidDeactivated,bit
ResourceDeboardingRequest,PlantCode,nvarchar
ResourceDeboardingRequest,VendorId,uniqueidentifier
ResourceDeboardingRequest,TechnicalProposalId,uniqueidentifier
ResourceDeboardingRequest,SowJdId,uniqueidentifier
ResourceDeboardingRequest,IsGCNaccessUpdated,bit
ResourceDeboardingRequest,IsSAPidMUpdated,bit
ResourceDeboardingRequest,IsTransportUpdated,bit
ResourceDeboardingRequest,ResourcePlanId,uniqueidentifier
ResourceDeboardingRequest,IsAutoWithDrawn,bit
ResourceDeboardingRequest,SkillsetId,uniqueidentifier
ResourceDeboardingRequest,GradeId,uniqueidentifier
ResourceDeboardingRequest,PersonelSubAreaId,uniqueidentifier
ResourceDeboardingRequest,PersonelAreaId,uniqueidentifier
ResourceDeboardRemarks,Id,uniqueidentifier
ResourceDeboardRemarks,ResourceDbId,uniqueidentifier
ResourceDeboardRemarks,Remark,nvarchar
ResourceDeboardRemarks,CreatedOn,datetimeoffset
ResourceDeboardRemarks,CreatedBy,nvarchar
ResourceDeboardRemarks,ModifiedOn,datetimeoffset
ResourceDeboardRemarks,ModifiedBy,nvarchar
ResourceDeboardRemarks,IsDeleted,bit
ResourceDeboardRemarks,Version,timestamp
ResourceDeboardRemarks,StatusID,int
ResourceDelegation,Id,uniqueidentifier
ResourceDelegation,DelegateObjectId,uniqueidentifier
ResourceDelegation,IsFirstLevel,bit
ResourceDelegation,IsSecondLevel,bit
ResourceDelegation,CreatedBy,nvarchar
ResourceDelegation,CreatedOn,datetime
ResourceDelegation,UpdatedBy,nvarchar
ResourceDelegation,UpdatedOn,datetime
ResourceDelegation,IsDeleted,bit
ResourceExtendLWD,Id,uniqueidentifier
ResourceExtendLWD,ResourceDbId,uniqueidentifier
ResourceExtendLWD,ExtendLastDt,date
ResourceExtendLWD,Remark,nvarchar
ResourceExtendLWD,CreatedBy,nvarchar
ResourceExtendLWD,CreatedDate,datetimeoffset
ResourceGCNAccess,Id,uniqueidentifier
ResourceGCNAccess,ResourceDbId,uniqueidentifier
ResourceGCNAccess,Remark,nvarchar
ResourceGCNAccess,AccessRemovedOn,date
ResourceGCNAccess,CreatedBy,varchar
ResourceGCNAccess,CreatedDate,date
ResourceGCNAccess,IsDeleted,bit
ResourceHeaderMaster,Id,uniqueidentifier
ResourceHeaderMaster,EmployeeNumber,bigint
ResourceHeaderMaster,Title,nvarchar
ResourceHeaderMaster,FirstName,nvarchar
ResourceHeaderMaster,MiddleName,nvarchar
ResourceHeaderMaster,LastName,nvarchar
ResourceHeaderMaster,FullName,nvarchar
ResourceHeaderMaster,Ntid,varchar
