Domain Name,Sub Domain Name,Table/View Name,Column Name,Data Type
Vendor Management,,Clusters,Id,uniqueidentifier
Vendor Management,,Clusters,ClusterId,nvarchar
Vendor Management,,Clusters,ClusterName,nvarchar
Vendor Management,,Clusters,CreatedOn,datetimeoffset
Vendor Management,,Clusters,CreatedBy,nvarchar
Vendor Management,,Clusters,ModifiedOn,datetimeoffset
Vendor Management,,Clusters,ModifiedBy,nvarchar
Vendor Management,,Clusters,IsDeleted,bit
Vendor Management,,Clusters,Version,timestamp
Vendor Management,,CMSOWjdDetails,Id,uniqueidentifier
Vendor Management,,CMSOWjdDetails,CMRequestID,nvarchar
Vendor Management,,CMSOWjdDetails,SignOffId,nvarchar
Vendor Management,,CMSOWjdDetails,SowJdID,nvarchar
Vendor Management,,CMSOWjdDetails,SkillSet,nvarchar
Vendor Management,,CMSOWjdDetails,Grade,nvarchar
Vendor Management,,CMSOWjdDetails,PurchaseOrder,nvarchar
Vendor Management,,CMSOWjdDetails,PoLineItem,nvarchar
Vendor Management,,CMSOWjdDetails,PersonalArea,nvarchar
Vendor Management,,CMSOWjdDetails,PersonalSubArea,nvarchar
Vendor Management,,CMSOWjdDetails,OrganizationUnit,nvarchar
Vendor Management,,CMSOWjdDetails,CreatedBy,varchar
Vendor Management,,CMSOWjdDetails,CreatedDate,date
Vendor Management,,CMSOWjdDetails,IsDeleted,bit
Vendor Management,,CMSOWjdDetails,ChangeType,varchar
Vendor Management,,CMSOWjdDetails,SowJdEndDate,nvarchar
Vendor Management,,CMSOWjdDetails,Billable,varchar
Vendor Management,,CMSOWjdDetails,OldResourcePlanID,uniqueidentifier
Vendor Management,,CommonModuleLogs,Id,uniqueidentifier
Vendor Management,,CommonModuleLogs,StatusCode,nvarchar
Vendor Management,,CommonModuleLogs,URL,nvarchar
Vendor Management,,CommonModuleLogs,Request,nvarchar
Vendor Management,,CommonModuleLogs,Response,nvarchar
Vendor Management,,CommonModuleLogs,ErrorMessage,nvarchar
Vendor Management,,CommonModuleLogs,CreatedOn,datetime
Vendor Management,,CommonModuleLogs,CreatedBy,nvarchar
Vendor Management,,CommonModuleLogs,ModifiedOn,datetime
Vendor Management,,CommonModuleLogs,ModifiedBy,nvarchar
Vendor Management,,CommonModuleLogs,IsDeleted,bit
Vendor Management,,DeleteConfigurationSetting,Id,int
Vendor Management,,DeleteConfigurationSetting,CompanyId,uniqueidentifier
Vendor Management,,DeleteConfigurationSetting,RetentionYears,int
Vendor Management,,DeleteConfigurationSetting,CreatedBy,nvarchar
Vendor Management,,DeleteConfigurationSetting,CreatedOn,datetime
Vendor Management,,DeleteConfigurationSetting,ModifiedBy,nvarchar
Vendor Management,,DeleteConfigurationSetting,ModifiedOn,datetime
Vendor Management,,DeleteConfigurationSetting,Isdelete,bit
Vendor Management,,EmailNotificationRecipients,Id,int
Vendor Management,,EmailNotificationRecipients,NotificationId,int
Vendor Management,,EmailNotificationRecipients,Email,nvarchar
Vendor Management,,EmailNotificationRecipients,RecipientType,nvarchar
Vendor Management,,EmailNotificationRecipients,Subject,nvarchar
Vendor Management,,EmailNotificationRecipients,CreatedBy,nvarchar
Vendor Management,,EmailNotificationRecipients,CreatedOn,datetime
Vendor Management,,EmailNotificationRecipients,ModifiedBy,nvarchar
Vendor Management,,EmailNotificationRecipients,ModifiedOn,datetime
Vendor Management,,EmailNotificationRecipients,IsDelete,bit
Vendor Management,,EnricoAdministrators,Id,uniqueidentifier
Vendor Management,,EnricoAdministrators,Name,nvarchar
Vendor Management,,EnricoAdministrators,AdminDomainId,nvarchar
Vendor Management,,EnricoAdministrators,IsDeleted,bit
Vendor Management,,EnricoBusinessRoles,Id,uniqueidentifier
Vendor Management,,EnricoBusinessRoles,EntityId,uniqueidentifier
Vendor Management,,EnricoBusinessRoles,EntityBusinessRoleName,nvarchar
Vendor Management,,EnricoBusinessRoles,EntityBusinessRoleStatus,bit
Vendor Management,,EnricoBusinessRoles,FirstApprover,bit
Vendor Management,,EnricoBusinessRoles,SecondApprover,bit
Vendor Management,,EnricoBusinessRoles,CreatedOn,datetimeoffset
Vendor Management,,EnricoBusinessRoles,CreatedBy,nvarchar
Vendor Management,,EnricoBusinessRoles,ModifiedOn,datetimeoffset
Vendor Management,,EnricoBusinessRoles,ModifiedBy,nvarchar
Vendor Management,,EnricoBusinessRoles,IsDeleted,bit
Vendor Management,,EnricoEmailTemplate,Id,uniqueidentifier
Vendor Management,,EnricoEmailTemplate,EntityId,uniqueidentifier
Vendor Management,,EnricoEmailTemplate,To,nvarchar
Vendor Management,,EnricoEmailTemplate,CC,nvarchar
Vendor Management,,EnricoEmailTemplate,Subject,nvarchar
Vendor Management,,EnricoEmailTemplate,Content,nvarchar
Vendor Management,,EnricoEmailTemplate,StorageContainer,nvarchar
Vendor Management,,EnricoEmailTemplate,IsReminded,bit
Vendor Management,,EnricoEmailTemplate,RemindedInDays,int
Vendor Management,,EnricoEmailTemplate,FolderName,nvarchar
Vendor Management,,EnricoEmailTemplate,CreatedOn,datetime
Vendor Management,,EnricoEmailTemplate,CreatedBy,nvarchar
Vendor Management,,EnricoEmailTemplate,ModifiedOn,datetime
Vendor Management,,EnricoEmailTemplate,ModifiedBy,nvarchar
Vendor Management,,EnricoEmailTemplate,IsDeleted,bit
Vendor Management,,EnricoEmailTemplate,FeatureCode,nvarchar
Vendor Management,,EnricoEntities,Id,uniqueidentifier
